WITTCASE NUMBER: HA002505
SAMPLE NUMBER:   23
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  LFA     	  LFA'		
 38.72   	 183.11		 46.37   	 -30.52		
 39.45   	 137.33		 46.25   	 -35.61		
 40.00   	 101.73		 46.10   	 -25.43		
 40.41   	  76.30		 46.00   	 -30.52		
 40.71   	  66.12		 45.88   	 -25.43		
 40.98   	  66.12		 45.78   	 -25.43		
 41.24   	  91.56		 45.68   	 -20.35		
 41.61   	 127.16		 45.59   	 -15.26		
 42.12   	 122.07		 45.53   	 -15.26		
 42.60   	 106.82		 45.47   	  -5.09		
 43.03   	 127.16		 45.45   	  -5.09		
 43.54   	 157.68		 45.43   	   0.00		
 44.17   	 178.03		 45.43   	   0.00		
 44.88   	 152.59		 45.43   	   5.09		
 45.49   	 137.33		 45.45   	   5.09		
 46.04   	 147.51		 45.47   	  20.35		
 46.63   	  N/A		 45.55   	  N/A		
